ID	Gene.symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
H3119F11_1		0.016775	-0.10221875	0.0578057952651358	0.954571731292851	0.999805217187098	-4.78534336677629
H3141C02_1		-0.0129249999999999	-0.03526875	-0.0577852490966043	0.954587859050013	0.999805217187098	-4.78534376529679
H3074F07_1	Usp7	-0.01145	-0.01941875	-0.057768333469299	0.954601137021594	0.999805217187098	-4.78534409329181
H3002B08_1	9630050M13Rik	-0.0117	-0.102175	-0.0577251832331781	0.95463500798897	0.999805217187098	-4.78534492954282
H3010F11_1	Liph	-0.013925	-0.09579375	-0.0575710959973818	0.954755960169626	0.999805217187098	-4.78534791065497
H3148A06_1		-0.018825	0.081275	-0.0575084123732977	0.954805164576925	0.999805217187098	-4.78534912111091
H3109F03_1	Bcar1	0.0175750000000001	0.2937875	0.0574646812921503	0.954839492025719	0.999805217187098	-4.78534996480223
H3034F03_1		-0.00852499999999999	0.03316875	-0.0573977963687147	0.954891994649585	0.999805217187098	-4.78535125395337
H3058A11_1		0.019975	0.16359375	0.0573137346872157	0.954957980806809	0.999805217187098	-4.78535287204436
H3076A11_1	9830169C18Rik	-0.0184499999999999	0.1467125	-0.0572878366849298	0.954978310109292	0.999805217187098	-4.78535337007367
H3050B09_1	Pabpc4	-0.01195	-0.06015625	-0.0572782309341212	0.954985850398376	0.999805217187098	-4.78535355473904
H3155C08_1	Zfat1	0.010675	0.0070125	0.057176834960707	0.955065444126876	0.999805217187098	-4.78535550213447
H3047F01_1	Tbc1d22a	0.015475	0.04060625	0.0569935450562388	0.95520932412504	0.999805217187098	-4.78535901362177
H3081G12_1	Noc4l	0.017575	0.06269375	0.0569302514657666	0.955259009073406	0.999805217187098	-4.78536022358979
H3103A05_1	Pla2g4a	-0.0143250000000001	0.0262875	-0.0568410069753512	0.955329065586778	0.999805217187098	-4.78536192737191
H3153C05_1	Lima1	0.0134749999999999	0.37468125	0.0567872848992474	0.955371237350098	0.999805217187098	-4.78536295170144
H3090A04_1		0.0110500000000001	0.41215	0.0567715174033068	0.955383614840763	0.999805217187098	-4.78536325215968
H3093C11_1		0.014825	0.0025875	0.0566864416939911	0.955450399509051	0.999805217187098	-4.78536487188505
H3140H04_1	Rplp1	0.00967499999999999	-0.1784375	0.0566446849614561	0.955483178784875	0.999805217187098	-4.7853656659881
H3008A11_1	Ptp4a2	0.00984999999999994	-0.14685	0.0566420232167568	0.955485268272595	0.999805217187098	-4.78536571658764
H3070D01_1	4833439L19Rik	0.0155249999999999	0.323375	0.056549080720311	0.95555822897431	0.999805217187098	-4.78536748192663
H3121G06_1	Hnrnpa0	0.01215	0.06434375	0.0564061923516307	0.955670398429401	0.999805217187098	-4.78537019028069
H3125D10_1		0.0162	-0.03183125	0.0562466038919487	0.955795678830442	0.999805217187098	-4.78537320707873
H3042B01_1		-0.017475	0.065525	-0.0560845908375113	0.95592286380811	0.999805217187098	-4.78537626097259
H3003C10_1		-0.012475	-0.07786875	-0.0559372114113056	0.95603856202264	0.999805217187098	-4.78537903138042
H3007C10_1	Prl4a1	0.009425	0.0374875	0.055900726628765	0.956067204061021	0.999805217187098	-4.78537971608879
H3030D12_1	Mageb16///2410003J06Rik	0.020325	-0.15339375	0.0558999733294046	0.956067795432312	0.999805217187098	-4.78537973022123
H3095F10_1	Cabin1	0.01365	-0.07238125	0.0558958769323624	0.956071011274623	0.999805217187098	-4.78537980706922
H3159F04_1	Dus1l	0.0088	0.08578125	0.055880396964335	0.956083163701365	0.999805217187098	-4.78538009742105
H3116G11_1	Rpph1///Parp2	-0.00820000000000002	-0.0390875	-0.0558187453218736	0.956131562947104	0.999805217187098	-4.7853812529998
H3114H01_1		-0.0183249999999999	-0.01118125	-0.055507934707553	0.956375565603336	0.999805217187098	-4.7853870593208
H3076F04_1	Tom1	0.010775	0.08101875	0.0554980612472813	0.956383316861341	0.999805217187098	-4.78538724323808
H3145D02_1	Slc25a3	0.0200500000000001	-0.12325625	0.0552764076027686	0.956557329436886	0.999805217187098	-4.78539136347134
H3085C05_1		0.01395	-0.07420625	0.0552309744015393	0.956592997743615	0.999805217187098	-4.78539220597638
H3124B06_1	Trim44	0.0133	-0.152575	0.0551873550373471	0.95662724214788	0.999805217187098	-4.78539301419451
H3149E05_1	Agt	-0.015625	0.23761875	-0.0551096467070928	0.956688249110048	0.999805217187098	-4.78539445246199
H3034H03_1	Pbrm1	0.00829999999999999	-0.04610625	0.0550699082610872	0.956719446925879	0.999805217187098	-4.78539518717976
H3021G07_1	Golt1b	-0.00960000000000003	-0.083225	-0.0550560893956621	0.9567302958426	0.999805217187098	-4.78539544255043
H3021A05_1	Cep164	-0.00969999999999999	-0.0593875	-0.0548787494965044	0.956869522648891	0.999805217187098	-4.78539871408133
H3026D12_1	Slc38a4	-0.01255	-0.20064375	-0.054867183943551	0.956878602635116	0.999805217187098	-4.78539892707393
H3085C02_1	Ttrap	-0.0148000000000001	-0.04368125	-0.0548620645759451	0.956882621795293	0.999805217187098	-4.78539902133848
H3048C09_1		0.00762499999999999	0.05870625	0.0548227315853543	0.956913501740928	0.999805217187098	-4.78539974529621
H3037D06_1	Rnaseh2b	-0.0101	-0.21179375	-0.0547435137117061	0.956975695131374	0.999805217187098	-4.78540120179473
H3079H01_1	Ola1	-0.011375	-0.17911875	-0.0547357784405971	0.95698176805313	0.999805217187098	-4.7854013439025
H3024C05_1	Pcbp2	0.00747499999999997	-0.07283125	0.0547028938461673	0.957007585610271	0.999805217187098	-4.78540194781454
H3085A05_1	Aarsd1	-0.00997500000000007	-0.241825	-0.0546867568453255	0.957020254719915	0.999805217187098	-4.78540224403125
H3090H08_1	E330021D16Rik	0.012725	-0.00388125	0.0546554193021951	0.957044857762271	0.999805217187098	-4.7854028190252
H3015B01_1	Klf4	0.0217	0.05434375	0.054652467896966	0.957047174906904	0.999805217187098	-4.7854028731618
H3030G09_1	Pla2g6	0.015275	0.20359375	0.0546512016945528	0.95704816900099	0.999805217187098	-4.78540289638642
H3027C02_1	Ddx21	-0.0175	-0.045475	-0.0546309595031503	0.957064061132504	0.999805217187098	-4.78540326759461
H3131B04_1	Scp2	0.00824999999999998	-0.0531	0.0546085930091199	0.957081621074277	0.999805217187098	-4.78540367759916
H3014A05_1	Rnpep	0.01145	0.35748125	0.0546006907832543	0.957087825119813	0.999805217187098	-4.78540382241628
H3077C06_1	Efhd1	0.00975000000000001	-0.0231625	0.0543914429938218	0.957252106800627	0.999805217187098	-4.78540764949555
H3038E05_1	Gdf3	0.020125	-0.01908125	0.0542999967189276	0.957323902435237	0.999805217187098	-4.78540931740889
H3117G12_1	Alox5ap	0.0201249999999999	-0.0775875	0.0540770816890997	0.957498917442368	0.999805217187098	-4.78541337146391
H3025B11_1	Daxx	0.008175	0.01495	0.0540671382149653	0.957506724313027	0.999805217187098	-4.78541355191306
H3081C01_1	Tpd52l2	-0.01295	0.0369	-0.0540317078967687	0.957534541579586	0.999805217187098	-4.78541419461499
H3008E05_1	Sypl	0.01365	-0.22181875	0.0540206569970023	0.957543217940644	0.999805217187098	-4.7854143949909
H3028H01_1	Pou5f1	-0.02535	0.034175	-0.0539891657624888	0.95756794259282	0.999805217187098	-4.78541496576813
H3013H09_1	Nrk	-0.012525	-0.26069375	-0.053808086033258	0.957710114233609	0.999805217187098	-4.78541824137452
H3123C08_1	Sirt7	0.0158	0.20890625	0.0537478111797099	0.957757438325533	0.999805217187098	-4.78541932926488
H3097C04_1	Xbp1	-0.00774999999999999	-0.01831875	-0.0537260334050066	0.957774536928957	0.999805217187098	-4.78541972202846
H3134H09_1		-0.0145	-0.01246875	-0.0536985871026387	0.957796086150705	0.999805217187098	-4.78542021679772
H3033C07_1	Fhl2	0.0134	0.09555625	0.0534017877657937	0.958029117670164	0.999805217187098	-4.78542555100265
H3105F06_1	2310039H08Rik	-0.007225	-0.00400625	-0.0533409280131765	0.958076902090111	0.999805217187098	-4.78542664114955
H3107E01_1	Reep2	0.01305	0.16758125	0.0529789744861282	0.95836109557738	0.999805217187098	-4.78543309895469
H3068F11_1		0.00922500000000001	-0.0018625	0.052846038777492	0.958465473583453	0.999805217187098	-4.78543545969742
H3145D10_1	Kcnd2	-0.016525	0.26978125	-0.0528045316499349	0.958498064167276	0.999805217187098	-4.78543619558859
H3005D06_1	AU022870	0.00894999999999997	-0.10488125	0.0527983825224571	0.958502892348198	0.999805217187098	-4.785436304559
H3028H08_1	2010321M09Rik	-0.00667499999999999	-0.0597375	-0.0527783352795815	0.958518633083246	0.999805217187098	-4.78543665973371
H3054E07_1		-0.020425	-0.10331875	-0.0527716003716558	0.958523921215942	0.999805217187098	-4.78543677902506
H3004C04_1	Mgea5	-0.00924999999999992	0.22949375	-0.0527538343942361	0.958537870762302	0.999805217187098	-4.78543709363004
H3121B10_1	Clptm1l	-0.00815000000000002	-0.072375	-0.0527044258492349	0.958576665592711	0.999805217187098	-4.78543796801397
H3086G08_1		0.01225	0.02428125	0.0526367397556627	0.958629811846948	0.999805217187098	-4.78543916452673
H3074G02_1	Mapk1///Mapk1	0.011925	0.11011875	0.0525793313081583	0.958674888382099	0.999805217187098	-4.78544017815316
H3156D07_1	Galnt13///Galnt1	-0.013475	-0.11795	-0.052563180857868	0.958687569579066	0.999805217187098	-4.78544046311269
H3109H12_1	Tmem176b	0.0165500000000001	-0.126025	0.0524856460973933	0.958748449375751	0.999805217187098	-4.78544182992246
H3073E11_1		-0.00949999999999998	-0.0683625	-0.0524655359926476	0.958764239743859	0.999805217187098	-4.78544218410105
H3153C03_1	Rest	-0.01125	0.02148125	-0.0524464748696959	0.958779206472231	0.999805217187098	-4.78544251967977
H3140D04_1	Lztr1	-0.007525	-0.00131875	-0.0523204919828423	0.958878128200791	0.999805217187098	-4.78544473459431
H3157B11_1		0.0114	-0.1333625	0.0522851129100865	0.958905907963272	0.999805217187098	-4.78544535563894
H3106D10_1		0.01085	0.0815125	0.0521255615962579	0.959031188846525	0.999805217187098	-4.78544815118806
H3032A11_1	Snrpb2	-0.0137	-0.10226875	-0.05209943930963	0.959051700366204	0.999805217187098	-4.78544860807144
H3114B09_1		0.0137	-0.06129375	0.0520394612499	0.959098795939772	0.999805217187098	-4.78544965623207
H3139H10_1		0.0119	-0.17966875	0.0519015144247691	0.959207114219267	0.999805217187098	-4.78545206237479
H3007B03_1		-0.01205	0.0738	-0.051752714610775	0.959323955376938	0.999805217187098	-4.78545465066478
H3050F05_1		0.023925	-0.1604125	0.0516323690761918	0.959418454253308	0.999805217187098	-4.78545673857575
H3153B10_1	Csde1	-0.00702500000000001	0.00784375	-0.0515985973230305	0.959444972945352	0.999805217187098	-4.78545732361911
H3047B12_1		-0.00807500000000001	-0.04455	-0.0515731509057051	0.959464954342007	0.999805217187098	-4.78545776418617
H3056C08_1		0.0141250000000001	-0.0456625	0.0514318112323789	0.95957593958928	0.999805217187098	-4.78546020731955
H3005C07_1	Ubap2	-0.011275	-0.0254625	-0.0513505184388773	0.959639774146529	0.999805217187098	-4.78546160947428
H3141D08_1		0.0113499999999999	0.04563125	0.0512509072021509	0.95971799350852	0.999805217187098	-4.78546332456683
H3103A11_1		-0.012	-0.04235625	-0.0511655534040483	0.959785017604785	0.999805217187098	-4.78546479152879
H3026C11_1		-0.012225	-0.063	-0.0511409578566878	0.959804331323438	0.999805217187098	-4.78546521379491
H3039C10_1		0.011475	-0.0546375	0.0506663445312484	0.960177027712646	0.999805217187098	-4.78547332240501
H3085A02_1		0.00782499999999997	0.072725	0.0505866235428123	0.96023963060558	0.999805217187098	-4.78547467699917
H3067E05_1		0.016475	0.092875	0.0505858168999043	0.960240264043392	0.999805217187098	-4.7854746906945
H3093A07_1	Selplg	-0.0204250000000001	0.03580625	-0.0505656583096589	0.960256094121782	0.999805217187098	-4.78547503287981
H3070C12_1	Riok1	0.00957500000000006	0.03058125	0.0505136985312651	0.960296897022269	0.999805217187098	-4.78547591425109
H3126C02_1	Rpl18	0.01095	-0.1304	0.0504701744903844	0.960331075606089	0.999805217187098	-4.78547665183354
H3001B11_1	Cugbp1	0.0084	-0.15105625	0.0504630224056897	0.960336692006867	0.999805217187098	-4.78547677297593
H3061C08_1		-0.012675	-0.03938125	-0.0504416103677845	0.960353506499872	0.999805217187098	-4.78547713555157
H3085C09_1		-0.011775	-0.05911875	-0.0503905653694018	0.960393591307839	0.999805217187098	-4.78547799928952
H3121A03_1		-0.014475	0.04765	-0.0503612571660648	0.960416606613099	0.999805217187098	-4.78547849482179
H3100E01_1	Nol9	0.011225	0.0889875	0.0503471319091189	0.960427698984509	0.999805217187098	-4.78547873354352
H3094B09_1		0.010725	-0.0053875	0.0499941214466134	0.960704915985639	0.999805217187098	-4.7854846778038
H3059H01_1	2810452K22Rik	-0.01305	0.11365625	-0.0499562393387042	0.960734664886243	0.999805217187098	-4.78548531320796
H3134H11_1	Cstf1	-0.00942500000000002	-0.05231875	-0.0499489817945159	0.960740364258065	0.999805217187098	-4.78548543488525
H3089B08_1		0.008925	0.0479625	0.0497532631230171	0.960894063557481	0.999805217187098	-4.78548870956835
H3008C05_1	Usp48	-0.00832500000000001	0.03228125	-0.0496585474837099	0.960968445008512	0.999805217187098	-4.78549028969675
H3138A10_1	Lrpprc	0.014	-0.15876875	0.0496065947406254	0.961009244345764	0.999805217187098	-4.78549115513933
H3008F10_1		-0.00832500000000003	0.110925	-0.0495819369309504	0.961028608565175	0.999805217187098	-4.78549156557881
H3010G04_1	Ext2	-0.00979999999999999	0.04709375	-0.0495634970768572	0.961043089729114	0.999805217187098	-4.78549187238454
H3043G12_1	Kbtbd2	0.009475	0.0189875	0.0495307575197764	0.961068800753031	0.999805217187098	-4.78549241683033
H3066B12_1	Depdc6	-0.014625	0.05189375	-0.0494055348428998	0.961167141013155	0.999805217187098	-4.78549449591568
H3097F10_1		0.00839999999999994	-0.25756875	0.0493438456089192	0.961215587230094	0.999805217187098	-4.78549551821449
H3058E02_1		0.00754999999999999	0.0789	0.0492489194735505	0.961290135585615	0.999805217187098	-4.78549708881333
H3015D08_1	Ric8	0.00710000000000002	0.08643125	0.0492412931530077	0.961296124781036	0.999805217187098	-4.78549721486331
H3122F05_1	Gipc1	-0.00857499999999999	0.2286875	-0.0491849658049369	0.961340360537344	0.999805217187098	-4.78549814525337
H3113B07_1	Rabgef1	0.0122	-0.3142875	0.0491819161543692	0.961342755533957	0.999805217187098	-4.78549819559576
H3103F11_1	Phka2	0.0112	-0.0892125	0.0489143726910946	0.961552868193736	0.999805217187098	-4.7855025999515
H3004G06_1		-0.0122	0.0607125	-0.0488761540024309	0.961582883107478	0.999805217187098	-4.78550322715529
H3013B04_1		-0.00912500000000002	0.00951875	-0.0488479920974327	0.96160499999924	0.999805217187098	-4.78550368900444
H3001D10_1	D11Wsu47e	0.00907499999999997	0.0336125	0.0487294397545784	0.961698105180555	0.999805217187098	-4.78550563031973
H3056B09_1		0.01665	-0.1446	0.0487099527901126	0.961713409338852	0.999805217187098	-4.78550594897096
H3046G08_1	Lrba	-0.0096	0.04465	-0.048696645272073	0.961723860455294	0.999805217187098	-4.78550616650255
H3157B03_1	RP23-136K12.4///Pitpna///Myo1c	-0.0112	0.28080625	-0.0486882044483489	0.96173048949617	0.999805217187098	-4.78550630444984
H3139B05_1	Midn	-0.01215	0.2123375	-0.0486878795660542	0.961730744644076	0.999805217187098	-4.78550630975887
H3032C02_1	Sccpdh	0.0102	0.24554375	0.0486801562385917	0.961736810198494	0.999805217187098	-4.78550643595843
H3027A06_1	Eif4g2	0.00912499999999997	-0.02941875	0.0486790830656198	0.961737653020524	0.999805217187098	-4.78550645349255
H3131D11_1	Wdr45l	-0.00725000000000003	0.0408625	-0.0484286948079368	0.961934298025335	0.999805217187098	-4.78551053391847
H3072F12_1		0.0135	0.01460625	0.0484195372938083	0.961941490021566	0.999805217187098	-4.78551068275425
H3137H07_1		-0.013275	0.0538125	-0.0483168459869588	0.962022140468444	0.999805217187098	-4.78551234985489
H3125A03_1		0.018875	-0.0270875	0.0482731113834644	0.962056488346884	0.999805217187098	-4.78551305877249
H3031H09_1	Xrn2	0.007925	-0.03921875	0.0481913001262762	0.962120740721447	0.999805217187098	-4.78551438317208
H3076H05_1		0.010125	-0.0282	0.0481774807552673	0.96213159411252	0.999805217187098	-4.78551460666495
H3102A03_1		0.01035	0.14138125	0.0480646762369335	0.962220188267813	0.999805217187098	-4.7855164285927
H3019A01_1	RPS15///RPS15///Rps15///Rps15///RPS15	0.011025	-0.14600625	0.048010765544645	0.962262528703931	0.999805217187098	-4.78551729780717
H3115G11_1		-0.00790000000000002	0.04193125	-0.0479772164618661	0.962288877576339	0.999805217187098	-4.78551783823455
H3111F05_1	Ndufb11	0.0094	-0.04394375	0.0479571329918755	0.962304650809612	0.999805217187098	-4.78551816156963
H3074C01_1	Entpd2	0.0129500000000001	0.89263125	0.0479142143843575	0.96233835844532	0.999805217187098	-4.78551885208686
H3095C03_1		0.00905000000000003	-0.14508125	0.0479006522325492	0.962349009972797	0.999805217187098	-4.78551907015975
H3024F10_1	2010111I01Rik	-0.011275	0.04516875	-0.0478638574235999	0.962377908146494	0.999805217187098	-4.78551966149181
H3106F11_1		-0.0125	-0.054275	-0.0477867158106551	0.962438494360261	0.999805217187098	-4.78552089976596
H3025E05_1	Xab1	0.00960000000000003	-0.166475	0.0476185337999443	0.962570583566412	0.999805217187098	-4.78552359249609
H3052G09_1		0.013725	0.02640625	0.0476088368855766	0.962578199502636	0.999805217187098	-4.78552374746219
H3159F10_1	Dhx40	-0.0124	0.01516875	-0.0475714425796051	0.962607568947017	0.999805217187098	-4.78552434476414
H3085C12_1	1810015C04Rik	0.0135	0.40034375	0.0475013149439954	0.962662647259415	0.999805217187098	-4.78552546365307
H3046B12_1		0.00827500000000003	0.0117375	0.0474978785503693	0.962665346211264	0.999805217187098	-4.78552551843844
H3131A01_1	St3gal6	-0.008275	0.10324375	-0.0474792524933128	0.962679975169545	0.999805217187098	-4.78552581531907
H3021D10_1	Ranbp3	0.00800000000000001	-0.1227375	0.0474435206292711	0.962708039115686	0.999805217187098	-4.78552638452326
H3158E12_1	BC003324	0.0112	0.06680625	0.0473540725883965	0.962778292178433	0.999805217187098	-4.78552780754125
H3082G02_1	Cul1	0.0122499999999999	0.14939375	0.0472550029646558	0.962856102461325	0.999805217187098	-4.78552938049496
H3008G12_1	Slc25a33	-0.014325	0.128	-0.0472086924000138	0.962892475378698	0.999805217187098	-4.78553011465024
H3084B10_1	Tekt2	-0.0126	0.03295625	-0.0472003208158537	0.962899050538325	0.999805217187098	-4.78553024728707
H3144A10_1	Scoc	0.0128	-0.0252125	0.0471969845925132	0.9629016708557	0.999805217187098	-4.78553030013863
H3077G09_1	Wbscr16	0.00739999999999996	-0.19558125	0.0471381211841135	0.962947903087632	0.999805217187098	-4.78553123202278
H3133E07_1	Gatm	-0.0173249999999999	-0.25878125	-0.0470566897686142	0.963011860805357	0.999805217187098	-4.78553251927137
H3018E02_1	D6Wsu116e	-0.012975	0.04965625	-0.0470059477969357	0.963051714605805	0.999805217187098	-4.78553332026344
H3020F10_1	Tpm4	0.00892500000000002	-0.0304	0.0469895683706031	0.963064579369568	0.999805217187098	-4.78553357863796
H3030F01_1	Psmd3	-0.015075	-0.01225	-0.046958794559949	0.963088749829521	0.999805217187098	-4.78553406383087
H3085E08_1		-0.013075	-0.06431875	-0.0469469170539484	0.963098078706292	0.999805217187098	-4.78553425101168
H3124C06_1		0.010775	0.00525625	0.0469356675037531	0.963106914376659	0.999805217187098	-4.78553442825272
H3011D02_1	Atg7	-0.0086	-0.0641	-0.0469310417248146	0.963110547577391	0.999805217187098	-4.78553450112134
H3121B12_1	Kcnj4///Kcnj12	0.00939999999999998	0.07444375	0.0468810941982051	0.963149777648365	0.999805217187098	-4.78553528747378
H3054C12_1		-0.00857500000000001	-0.07798125	-0.0468569652654051	0.963168729167091	0.999805217187098	-4.78553566704953
H3082D02_1	Sdccag1	0.00744999999999998	0.08781875	0.0468205567666054	0.963197325433159	0.999805217187098	-4.78553623942717
H3078G10_1		-0.00867500000000002	-0.0463	-0.0467758912342449	0.963232407077683	0.999805217187098	-4.78553694100611
H3005D11_1	Trim8	0.012475	-0.17668125	0.0467363771257909	0.963263442704515	0.999805217187098	-4.78553756111164
H3072C02_1	Bcl9	0.0125	0.20590625	0.0466467764366634	0.963333818135868	0.999805217187098	-4.78553896529871
H3054C05_1	Klc1	0.010125	0.050925	0.0466139197325554	0.963359624987783	0.999805217187098	-4.78553947954122
H3065B01_1		-0.018725	0.254275	-0.0465407235550565	0.963417116081432	0.999805217187098	-4.7855406238374
H3072H10_1		0.010675	0.0702125	0.0464049605009133	0.963523750155374	0.999805217187098	-4.78554274150006
H3114E06_1	Tgfbi	-0.014325	0.1339	-0.0462720914168177	0.963628111870565	0.999805217187098	-4.78554480803445
H3010H03_1	Scap	0.018575	0.169375	0.04620513246444	0.963680704882464	0.999805217187098	-4.78554584721333
H3127A08_1	Mtbp	-0.0151	-0.6320875	-0.0461865610496273	0.96369529185924	0.999805217187098	-4.78554613516855
H3088G07_1	D030022P06Rik	-0.01125	-0.01585	-0.0461592448027393	0.963716747516214	0.999805217187098	-4.78554655850469
H3152C04_1	Usp16	-0.00762499999999999	0.0601375	-0.0459568305579809	0.963875735497103	0.999805217187098	-4.78554968763815
H3033C06_1	Pgm3	0.00809999999999999	0.066225	0.0458523519622937	0.963957799706754	0.999805217187098	-4.78555129740002
H3113G01_1	D12Ertd551e	-0.00925	-0.03690625	-0.0457738970720465	0.964019423497715	0.999805217187098	-4.78555250379209
H3088A12_1		0.013275	-0.02445	0.0456029762032404	0.964153677148807	0.999805217187098	-4.78555512487295
H3040F01_1		0.00837500000000002	0.105025	0.045576878673152	0.964174176139928	0.999805217187098	-4.78555552421746
H3130D04_1	Tomm20	-0.00915	0.01136875	-0.0454849827176838	0.964246358439417	0.999805217187098	-4.78555692859077
H3087C08_1		-0.0114	-0.000943749999999999	-0.0454778609917389	0.964251952415542	0.999805217187098	-4.78555703730819
H3006C03_1	Sgol1	-0.00825000000000004	-0.1527	-0.0454713013378344	0.964257104896792	0.999805217187098	-4.78555713743019
H3115B09_1	Ufd1l	0.00742500000000001	0.09730625	0.0453911097767806	0.964320093948155	0.999805217187098	-4.78555836025138
H3013C01_1	Slc35a1	0.0143	0.06885	0.0453690648670435	0.964337409876969	0.999805217187098	-4.78555869603065
H3083B04_1		-0.00645000000000001	-0.0891875	-0.0452717688478032	0.964413834583937	0.999805217187098	-4.78556017605692
H3113C04_1		0.00972499999999998	0.0269	0.0450491629877593	0.964588689814389	0.999805217187098	-4.78556355029778
H3130C03_1	Bcl9l	-0.014375	0.1032125	-0.0450438759913622	0.964592842732929	0.999805217187098	-4.7855636302355
H3071G12_1		0.0116	-0.07621875	0.0449798950629481	0.96464309962782	0.999805217187098	-4.78556459686354
H3069F07_1	Scamp1	-0.00859999999999994	0.3362875	-0.0449456259172804	0.964670018038079	0.999805217187098	-4.7855651140392
H3017H04_1	Gatad2a	0.00950000000000001	-0.0925	0.0449018477086547	0.964704405880096	0.999805217187098	-4.78556577414849
H3118E01_1		0.00897500000000001	0.0556	0.0448890435524271	0.964714463575634	0.999805217187098	-4.7855659670943
H3101F10_1		-0.021125	-0.214375	-0.044859461407228	0.964737700445284	0.999805217187098	-4.78556641265724
H3017E01_1	Zdhhc5	-0.014575	0.154575	-0.0448523325754852	0.964743300170295	0.999805217187098	-4.785566519987
H3116C07_1	Peg3	0.01255	0.01794375	0.0447423466111916	0.964829694812182	0.999805217187098	-4.78556817374499
H3021A08_1		-0.014675	0.0092	-0.0446783944734213	0.964879929811117	0.999805217187098	-4.7855691334685
H3020F03_1	Pex11a	0.00804999999999999	-0.0083625	0.0444644751284021	0.965047966548501	0.999805217187098	-4.78557233376341
H3075C12_1	Csad///Gadl1	0.013625	0.2074125	0.0444467228325245	0.96506191130961	0.999805217187098	-4.78557259865292
H3100A05_1		0.0159	0.04774375	0.0442681524406634	0.965202182345858	0.999805217187098	-4.78557525729602
H3127G07_1		0.010325	0.12288125	0.0442251130299161	0.965235990941174	0.999805217187098	-4.78557589648767
H3033H07_1	Nsf	0.008575	-0.02546875	0.0439316403086231	0.965466523336461	0.999805217187098	-4.78558023837471
H3027B07_1		-0.01215	-0.07805	-0.0438512463553468	0.96552967595881	0.999805217187098	-4.78558142274945
H3147D06_1	Cdk4	0.00824999999999998	0.0430375	0.0436802647435151	0.965663989544039	0.999805217187098	-4.78558393446352
H3051E11_1		0.007325	0.05965	0.0433263282104148	0.965942025644606	0.999805217187098	-4.78558910261096
H3119B08_1	Atp5o	0.00959999999999997	-0.2980125	0.0432707746426829	0.965985666357637	0.999805217187098	-4.78558990998246
H3029B06_1	2310004I24Rik///2310004I24Rik	-0.00895000000000004	0.01304375	-0.0432230395795348	0.96602316524752	0.999805217187098	-4.78559060289886
H3126G06_1		0.00974999999999998	0.2529125	0.0432168259502055	0.966028046449601	0.999805217187098	-4.78559069303891
H3017H06_1		0.00784999999999998	0.01588125	0.0432029820986645	0.966038921682795	0.999805217187098	-4.78559089382271
H3081F12_1	Shc1	0.013	-0.02999375	0.0430815961921543	0.966134278391382	0.999805217187098	-4.78559265158491
H3128E11_1	RP23-143A14.5///Dph1	-0.00902500000000002	-0.24908125	-0.0430581214711955	0.96615271940803	0.999805217187098	-4.7855929909466
H3004A01_1	Gjb3	-0.0146	0.02211875	-0.042927119142406	0.96625563115831	0.999805217187098	-4.78559488138335
H3134E07_1		0.0161	0.07355625	0.0427454742753078	0.966398327277291	0.999805217187098	-4.78559749309267
H3027G09_1	Zfp422	0.00565	-0.1476	0.0426394448360409	0.966481622160443	0.999805217187098	-4.7855990124781
H3032D12_1		-0.007475	-0.0360625	-0.0424699343513596	0.966614787476045	0.999805217187098	-4.7856014337012
H3109E06_1	Prkcn	-0.00987499999999994	-0.20784375	-0.0423339776932293	0.966721594058718	0.999805217187098	-4.78560336868681
H3121D11_1		0.007075	-0.01555625	0.0422669127148087	0.966774280068011	0.999805217187098	-4.78560432089621
H3032C05_1	Sgta	0.00844999999999996	0.07634375	0.0421422394777668	0.966872223340838	0.999805217187098	-4.78560608703512
H3084F12_1	Lars	-0.00817499999999996	-0.08663125	-0.0421253428434806	0.966885497375663	0.999805217187098	-4.78560632599395
H3051D04_1	Mdm2	0.00597499999999999	-0.05115	0.0421142789380172	0.966894189210704	0.999805217187098	-4.78560648241214
H3154G06_1		-0.00870000000000001	0.0580125	-0.0419464348525957	0.967026048518125	0.999805217187098	-4.78560885030379
H3032B12_1		0.00824999999999998	0.06615625	0.0418225222607851	0.967123395614591	0.999805217187098	-4.78561059235847
H3018F08_1	Ube2r2	0.00755	0.118125	0.0418176221587201	0.967127245199709	0.999805217187098	-4.78561066114183
H3064B05_1		0.00694999999999999	0.0101	0.0415688654609142	0.967322672852716	0.999805217187098	-4.78561414238513
H3134F12_1	Lrrc56	-0.0153	-0.1758875	-0.0414962900312533	0.967379689794943	0.999805217187098	-4.78561515413459
H3081B12_1	Tkt	0.00977499999999999	0.0555125	0.0413561365668928	0.967489798123915	0.999805217187098	-4.78561710296447
H3009D05_1	Lgals1	0.0101749999999999	-0.30841875	0.0413014979392254	0.967532723881608	0.999805217187098	-4.78561786092739
H3126H12_1	LOC100034726///Rpl26	0.00687499999999999	-0.04600625	0.0411864604624923	0.967623101136016	0.999805217187098	-4.78561945348593
H3118E11_1	L1Md-A1///Hbb-b2///Hbb-b1	0.00935000000000002	-0.08073125	0.0409930818528193	0.967775026801373	0.999805217187098	-4.78562212057914
H3092E12_1	Siah2	0.0131	0.06783125	0.0409226222311429	0.967830382904317	0.999805217187098	-4.78562308924497
